sku,name,image_filenames,number_of_photos
AE2000,Moldura Cegonha,AE2000-13C.png,1
B1385A,Moldura com Parafusos,B1385.jpg,1
A223,Moldura Comunhão,A223B.jpg | A223MB.jpg,2
A268M,Moldura Comunhão,A268MB-MC-Photoroom.jpg,1
A380B,Moldura Comunhão,A380B.png,1
A259,Moldura Comunhão,A259B-C-Photoroom.jpg,1
A265,Moldura Comunhão,A265B-D-Photoroom.jpg,1
A7010,Moldura Comunhão,A7010-13-9-Photoroom.jpg | A7010-13-9 S-FUNDO-Photoroom.png,2
A7030/10,Moldura Comunhão,A7030-10 JÁ TRATADA SEM FOTO ORIGINAL-Photoroom.png,1
B6710D,Moldura Comunhão,B6710D.jpg,1
B4671D,Moldura Comunhão,B4671D.jpg,1
B6810B,Moldura Comunhão Bilaminada,B6810B-.jpg,1
B6831B,Moldura Comunhão Bilaminada,B6831B.jpg,1
B6817,Moldura Comunhão GBG,B6817.jpg,1
B6818,Moldura Comunhão GBG,B6818.jpg,1
A223MB,Moldura Comunhão Madeira,A223MB.jpg,1
AE6202/13,Moldura Corações,AE6202-13.jpg,1
B2910,Moldura Corações,B2910.jpg,1
A236BR,Moldura Criança,A236BR.jpg,1
A236C,Moldura Criança,A236B.jpg,1
A272BAZ,Moldura Criança,A272BAZ-13X18-A272CAZ-10X15.jpg | A272BAZ-13X18-A272CAZ-10X15-Photoroom.jpg | A272BAZ-13X18-A272CAZ-10X15--Photoroom.jpg | A272BAZ.jpg,4
A236B,Moldura Criança,A236BR.jpg | A236BA.jpg | A236B.jpg,3
A212,Moldura Criança,A212CA-BA-CR-BR Brera_E212-C.jpg | A212BA-BR-CL-Photoroom.png | A212BA.jpg,3
A271CAZ,Moldura Criança,A271BAZ-13X18-A271CAZ-10X15.jpg | A271BAZ-13X18-A271CAZ-10X15-Photoroom.jpg | A271BAZ-13X18-A271CAZ-10X15--Photoroom.jpg,3
B3081BL,Moldura Criança,B3081BL-DL.png | B3081BL-DL-Photoroom.jpg | B3081BL.png,3
A272B,Moldura Criança,A272B-13X18-A272C-10X15.jpg | A272BAZ-13X18-A272CAZ-10X15.jpg | A272BRO-13X18-A272CRO-10X15.jpg | A272BAZ.jpg | A272BRO.jpg | A272B.jpg,6
A271BRO,Moldura Criança,A271BRO-13X18-A271CRO-10X15.jpg | A271BRO-13X18-A271CRO-10X15-Photoroom.jpg | A271BRO-13X18-A271CRO-10X15--Photoroom.jpg | A271BRO.jpg,4
A237BA,Moldura Criança,A237BA.jpg,1
A238,Moldura Criança,A238BA.jpg | A238BR.jpg,2
B3080BLAZ,Moldura Criança,B3080BLAZ.jpg,1
B3516,Moldura Criança,B3516BAZ.jpg,1
B2980BL,Moldura Criança,B2980BL.jpg,1
A784,Moldura Criança,A784BLAZ.png,1
B3096,Moldura Criança,B3096BLAZ-DLAZ.png | B3096BLRO-DLRO.png | B3096BLRO.png | B3096BLAZ.png,4
A930,Moldura Criança,A930BL.png,1
A770,Moldura Criança,A770BLRO.jpg | A770BLAZ.png,2
B3150BL,Moldura Criança,B3150BL-DL.png | B3150BL.png,2
A956BLRO,Moldura Criança,A956BLRO.png,1
A936,Moldura Criança,A936BLRO.png,1
B3090CAZ/CRO,Moldura Criança,B3090CAZ.png,1
A263,Moldura Criança,A263B.png | A263BAZ.jpg | A263BRO.jpg | A263B-D -Photoroom.jpg | A263BRO-DRO-1-Photoroom.jpg | A263BAZ-DAZ-Photoroom.jpg | A263B-D com PC-Photoroom.png,7
A273B,Moldura Criança,A273B-13X18-A273C-10X15.jpg | A273B-13X18-A273C-10X15-Photoroom.jpg | A273B.jpg,3
A860,Moldura Criança,A860.jpg | A8606-04.jpg | A8606-07.jpg | A860BAZ.jpg,4
A272CRO,Moldura Criança,A272BRO-13X18-A272CRO-10X15.jpg | A272BRO-13X18-A272CRO-10X15-Photoroom.jpg | A272BRO-13X18-A272CRO-10X15--Photoroom.jpg,3
A273C,Moldura Criança,A273B-13X18-A273C-10X15.jpg | A273B-13X18-A273C-10X15-Photoroom.jpg,2
A274C,Moldura Criança,A274B-13X18-A274C-10X15--Photoroom.jpg,1
AE2004,Moldura Criança,AE2004.png,1
B2981,Moldura Criança,B2981CAZ.jpg,1
A236BA,Moldura Criança,A236BA.jpg,1
A261,Moldura Criança,A261DRO.jpg,1
A262,Moldura Criança,A262DAZ.jpg,1
A271CRO,Moldura Criança,A271BAZ-13X18-A271CAZ-10X15.jpg | A271BAZ-13X18-A271CAZ-10X15-Photoroom.jpg | A271BAZ-13X18-A271CAZ-10X15--Photoroom.jpg,3
A272BRO,Moldura Criança,A272BRO-13X18-A272CRO-10X15.jpg | A272BRO-13X18-A272CRO-10X15-Photoroom.jpg | A272BRO-13X18-A272CRO-10X15--Photoroom.jpg | A272BRO.jpg,4
A272C,Moldura Criança,A272B-13X18-A272C-10X15.jpg | A272BAZ-13X18-A272CAZ-10X15.jpg | A272BRO-13X18-A272CRO-10X15.jpg,3
B3120,Moldura Criança,B3120BLAZ-BLRO-DLAZ-DLRO-1.jpg | B3120BAZ-Photoroom.png | B3120BL.png,3
A237DR,Moldura Criança,A237BR.jpg,1
A210,Moldura Criança,A210CA-BA Brera_E210-R.jpg | A210BA.png,2
A237DA,Moldura Criança,A237BA.jpg,1
A237BR,Moldura Criança,A237BR.jpg,1
A236CR,Moldura Criança,A236BR.jpg,1
A236CA,Moldura Criança,A236BA.jpg,1
A271BAZ,Moldura Criança,A271BAZ-13X18-A271CAZ-10X15.jpg | A271BAZ-13X18-A271CAZ-10X15-Photoroom.jpg | A271BAZ-13X18-A271CAZ-10X15--Photoroom.jpg | A271BAZ.jpg,4
A272CAZ,Moldura Criança,A272BAZ-13X18-A272CAZ-10X15.jpg | A272BAZ-13X18-A272CAZ-10X15-Photoroom.jpg | A272BAZ-13X18-A272CAZ-10X15--Photoroom.jpg,3
A231B,Moldura Criança,A231B.jpg | A231B-Photoroom.png,2
A211CR,Moldura Criança,A211CR-.jpg | A211CR.png,2
A231C,Moldura Criança,A231C.jpg,1
A205,Moldura Criança,A205DRO.jpg | A205DAZ.jpg,2
A258,Moldura Criança,A258BAZ.jpg | A258BRO.jpg | A258B.jpg | A258B-C-1-Photoroom.jpg | A258BAZ-CAZ -Photoroom.jpg,5
A900,Moldura Criança,A900BLRO.png | A900BLAZ.png,2
B2003,Moldura Criança,B2003-13C.13R 9239 B2003-9C-Photoroom.png | B2003-13C.13R 9239 B2003-9C-Photoroom (2).png | B2003-13R.png,3
B3090/RO,Moldura Criança,B3090_SAZ.jpg | B3080_B3083_B3090_scene.jpg,2
B3083SRO,Moldura Criança,B3083SRO.png,1
AE2039,Moldura Criança,AE2039.png,1
B2073,Moldura Criança,B2073-9C-9R 9159 B2073-13C-13R-Photoroom.png | B2073-13R.png,2
B2680BLAZ,Moldura Criança Carros,B2680BLAZ.png,1
A252,Moldura Criança Madeira,A252SAZ.jpg | A252MBRO.jpg | A252MBAZ.jpg | A252MBRO-MCRO-Photoroom.jpg,4
A202,Moldura Criança Madeira,A202MCRO-MBRO.jpg | A202MCAZ-10X15.jpg,2
A403,Moldura Criança Madeira,A403BR.jpg | A403BR-CR.jpg | A403CA -CR-BA-BR Brera_ECL403-C.jpg | A403MBRO.png | A403MBAZ.png,5
B3751MCRO,Moldura Criança Madeira,B3751MBRO-MCRO1.jpg | B3751MCRO.png,2
A250,Moldura Criança Madeira,A250MBAZ.jpg | A250MBRO.jpg | A250MBAZ-MCAZ-Photoroom.jpg,3
B3753,Moldura Criança Madeira,B3753MBRO-MCRO.jpg | B3753CRO-10X15.jpg | B3753RO-Photoroom.jpg | B3753MCRO.png,4
B3752MCAZ,Moldura Criança Madeira,B3752CAZ-10X15-.jpg | B3752MCAZ.png,2
B3751MBRO,Moldura Criança Madeira,B3751MBRO-MCRO1.jpg,1
B3754M,Moldura Criança Madeira,B3754AZ-1.jpg,1
P907B,Moldura de Prata Retangular,P907B-25A-13X18-9749.png,1
B3751CRO,Moldura Elefante,B3751CRO-10X15-.jpg | B3751CRO-10X15-1.jpg | B3751CRO.png,3
A3230,Moldura Elefante,A3230-10R-Photoroom.jpg | A3230-10C-Photoroom.jpg,2
B3752CAZ,Moldura Elefante,B3752CAZ-10X15-.jpg | B3752CAZ.png,2
B15/5112,Moldura em Pele Imagem Bilaminada,B155112.jpg,1
P0925E,Moldura em Prata Arrugada Largura a,P925B.jpg,1
P24/3306,Moldura em Prata Capela Colunas,P243306-13X18-9499-9mm.png,1
P24/3200,Moldura em Prata Capela Conchas,P243200-3X4-9139-9mm.png,1
P17/02012,Moldura em Prata Capela Dupla Rosinhas,P1702012-6X9-9289-11mm-DUPLA.png,1
P17/0240,Moldura em Prata Capela Flores,P170240-4X5-9149-14mm.png,1
P24/3000,Moldura em Prata Capela Lisa,P243000-3X4-9169-9mm.png,1
P24/3100,Moldura em Prata Capela Picotada,P243100-3X4-9169-9mm.png,1
P24/3105-1,Moldura em Prata Capela Picotada,P243105-15X10-9509-9mm.png,1
P17/0220,Moldura em Prata Capela Picotada,P170220-4X5-9149-14mm.png,1
P17/0200,Moldura em Prata Capela Rosas,P170200-4X5-9109-14mm.png,1
P17/0204C,Moldura em Prata Capela Rosinhas Camafeu,P170204C-13X9-11mm-9369.png,1
P2375/1,Moldura em Prata com Madeira,P2375-1-2.jpg,1
P07/02013,Moldura em Prata com Relógio,P0702013-6X9-TRIPLA-C-RELOGIO-94259.png,1
P2431,Moldura em Prata Comunhão,P243100  9mm.png | P243105 15X10 9mm.png,2
P45/0236C,Moldura em Prata Criança Casa Urso,P450236C-15X10-9599-22mm.png,1
P12/5000,Moldura em Prata Forma Irregular,P125000.jpg,1
P2860,Moldura em Prata Irregular Riscado,P2860-13X18-91109.png,1
P0926E,Moldura em Prata Largura a Folhas,P926E-10X10.jpg,1
P1705/2,Moldura em Prata Ondas,"ChatGPT Image Mar 17, 2026, 11_08_17 AM.png | ChatGPT Image Mar 17, 2026, 11_08_11 AM.png",2
P1897,Moldura em Prata Oval,P1897.jpg,1
P16/0136,Moldura em Prata Oval,P150136-11mm-18X24-9689.png,1
P16/0548A,Moldura em Prata Oval Lisa,P160548A-10X15-9499-7mm.png,1
P16/0112,Moldura em Prata Oval Ondulada,P160112-9X12-91259-7mm.png,1
P16/0810,Moldura em Prata Oval Picotada,P160810-5X6.png,1
P24/3210,Moldura em Prata Panorâmica Capela Conchas,P243210-10X18-9439-9mm.png,1
P24/3010,Moldura em Prata Panorâmica Capela Lisa,P243010-18X10-9579-9mm.png,1
P2135,Moldura em Prata para 2 Fotos Picotada,"",0
P2615/1,Moldura em Prata Pele Preta,P2615-1-2.jpg,1
P2319/1,Moldura em Prata Quadrada,"",0
P48RM.3,Moldura em Prata Quadrada Largura a,P48RM3-P47RG.3.jpg,1
P25/0100,Moldura em Prata Quadrada Lisa,P250100-9X9-11mm-9519.png,1
P0842BQ,Moldura em Prata Quadrada Lisa,P0842Q-PhotoRoom-Photoroom.jpg,1
P0809BR,Moldura em Prata Redonda,P809BR-D.13-9419-DR-D.9-9339-ER-D.6-9239-1.png,1
P14/0521,Moldura em Prata Redonda Flores,P140521-7mm-D.6-999.png,1
P14/0722,Moldura em Prata Redonda Parafusos,P140722-D.8-7mm-9259.png,1
P2867VR,Moldura em Prata Retangular,P2867-1VRVMAZ-18X24-120E.png,1
P15/1291,Moldura em Prata Retangular,P151291-E-14mm-9309.png,1
P45CP.30,Moldura em Prata Retangular,P45CP.30-10X15-59E1-P44CM.30-13X18-75E-1.png,1
P1887B,Moldura em Prata Retangular,P1887B-9579-C-9389.png,1
P374WP.5,Moldura em Prata Retangular,P374WP.5-9X13-9389-25cm-P373WM.5-13X18-97759-5cm-1.png,1
P2870AZ,Moldura em Prata Retangular,P2870-1AZ1VM1VR-18X24-135E.png,1
P466QP.5,Moldura em Prata Retangular,P466PQ.5-10X15-9389-25cm-1.png,1
P5067405LL,Moldura em Prata Retangular,P5067405LL-10X15-24cm-415E.png,1
P45/0210,Moldura em Prata Retangular,P450210-10X15-9399-22mm.png,1
P22CP.37,Moldura em Prata Retangular,P22CP.37-10X15-9559-3cm-1-1.png,1
P90B,Moldura em Prata Retangular,P90B-9599-C-9389-1.png,1
P2710/1,Moldura em Prata Retangular,P2710-1-9X13-49E-1.png,1
P0847N,Moldura em Prata Retangular,P847N-9669-C-9329-c-s-png.png,1
P156AM.1,Moldura em Prata Retangular,P156AM.1-13X18-65E.png,1
P15/0813,Moldura em Prata Retangular Amora,P160813-B-17mm-9339.png,1
P45/0451,Moldura em Prata Retangular Cantos Rosas,P450451-D-255-0453-B-335-0455-A-40-14mm.png,1
P45/0140,Moldura em Prata Retangular Cantos Tracejado,P450140-10X15-9329-P450141-13X18-94059-16mm.png,1
P17/0214,Moldura em Prata Retangular Capela Tracejado,P170210-E-9109170213-C-9249170214-13X9-9279-11mm.png,1
P5017306LL,Moldura em Prata Retangular Casamento,P25A-B-13X18-9569-P5017306LL.png,1
P89B/25,Moldura em Prata Retangular Casamento,P89-25-PhotoRoom-Photoroom.jpg,1
P465QM.10,Moldura em Prata Retangular Casamento,P465QM.10COPIA.png,1
P89B/50,Moldura em Prata Retangular Casamento,P89-50-PhotoRoom-Photoroom.jpg,1
P156AG.6,Moldura em Prata Retangular Casamento,P155AG.6-18X24-109E-fundo1.png,1
P2882/1,Moldura em Prata Retangular com Aplicação,P2882-1-13X18-87E.png,1
P16/5090,Moldura em Prata Retangular com Flores,P165090-91-92.png,1
P45/0312,Moldura em Prata Retangular Comunhão,P450312 10X15 3cm .png | P450312-10X15-9789-3cm-30.png,2
P45/0270,Moldura em Prata Retangular Comunhão,P450270 10X15-22mm.png | P450270-10X15-6699-P450271-13X18-9789-30.png,2
P42/0605,Moldura em Prata Retangular Cortina,P420605-9X13-9259-15mm-3mm.png,1
P45/0230,Moldura em Prata Retangular Criança,P450230-10X15-9779-22mm.jpg,1
P24/5012,Moldura em Prata Retangular Criança Aniversário,P245012-10X15-9459-1-245012M-94559.png,1
P24/5000,Moldura em Prata Retangular Criança Balança,P245000-6X9-9329-P245001-9X13-9509-P245002-10X15-95459.png,1
P45/0490C,Moldura em Prata Retangular Criança Bonecos,P450490C-6X9-9349-14mm.png,1
P45/0486C,Moldura em Prata Retangular Criança Bonecos,P450486C-13X18-9499-14mm.png,1
P45/0490,Moldura em Prata Retangular Criança Bonecos,P450490-6X9-9329-P450492A-15X10-9489-P450492-10X15-9489-14mm.png,1
P17/0442,Moldura em Prata Retangular Criança Classic,P170442-10X15-940-14mm.jpg,1
P45/0501,Moldura em Prata Retangular Criança Elefantes,P450501-9X13-9369-14mm.png,1
P45/0231,Moldura em Prata Retangular Criança Floresta,P450231-10X15-9489-P450231C-9529-22mm.png,1
P24/5022,Moldura em Prata Retangular Criança Nascimento,P245022-10X15-9529-7mm.png,1
P45/0235C,Moldura em Prata Retangular Criança Palhaço,P450235C-15X10-9799-22mm.png,1
P45/0237,Moldura em Prata Retangular Criança Ratinhos,P450237-10X15-9489-22mm-P450237M-9509.png,1
P45/0510,Moldura em Prata Retangular Criança Urso,P450510-6X9-9359-14mm.png,1
P24/3004C,Moldura em Prata Retangular Criança Urso,P243004C-10X15-9389-243005C-15X10-9389-7mm.png,1
P15/0528,Moldura em Prata Retangular Cruzes,P150528-10X15-47-14mm.png,1
P45/0530,Moldura em Prata Retangular Cruzes,P450530-E-34531-D-43532-C-50533-B-62534-S-69535-A-79-14mm.png,1
P17/0120N,Moldura em Prata Retangular Executivo Cruzes,P170120N-13X18-9809-14mm.png,1
P17/0110N,Moldura em Prata Retangular Executivo Laços,P170110N-13X18-9809-14mm.png,1
P15/0622,Moldura em Prata Retangular Flor,P150622-A-22mm-9879-150623-N-9869-1.png,1
P15/0503,Moldura em Prata Retangular Flor de Liz,P150152-9X13-9439-11mm.png,1
P45/0121,Moldura em Prata Retangular Florzinhas,P450121-B-9399-450122-S-94359-450123-A-96059.png,1
P45/0160,Moldura em Prata Retangular Folhas,P450160-C-9339-450162-S-946916mm.png,1
P42/0305,Moldura em Prata Retangular Laço,P420305-9X13-9259-15mm-22-mm.png,1
P17/0410,Moldura em Prata Retangular Laço,P170410-10X15-9369.png,1
P50118404LL,Moldura em Prata Retangular Largura a Rombus,P50118404LL-06LL-008LL-2.png,1
P45/0206,Moldura em Prata Retangular Leque,P450206-B-94359-450207-S-95159-450208-A-9619-22mm.png,1
P42/0404,Moldura em Prata Retangular Lisa,P420404-6X9-9189-15cm-2cm.png,1
P0842A,Moldura em Prata Retangular Lisa,P0842A-9639S-9579B-9449C-9369-SIMB.png,1
P45/0100,Moldura em Prata Retangular Lisa,P450100-C-64-101-B-83-102-S-94-103-A-109-2.png,1
P0840A,Moldura em Prata Retangular Lisa,P0840A.png,1
P0958A,Moldura em Prata Retangular Lisa,P958A.png,1
P1889A,Moldura em Prata Retangular Lisa,P1889A-9459-B-9349-C-9299-1.png,1
P5067105LL,Moldura em Prata Retangular Lisa,P5067105LL-10X15-12cm-405E-1.png,1
P5017105LL,Moldura em Prata Retangular Lisa,P5017105LL-10X15-9539.png,1
P0872,Moldura em Prata Retangular Lisa,P0872B-9349-C-92959-E-9199-BQ-9295-DQ-9259-EQ-9189-1.png,1
P0989N,Moldura em Prata Retangular Lisa,P0989N-9759A-9719S-58-B-9499-C-9389-1.png,1
P45/0400,Moldura em Prata Retangular Lisa,P450400-E-36401-D-53-402-C-59403-B-74404-S-82405-A-95.png,1
P0971B,Moldura em Prata Retangular Lisa,P971B-13X18.png,1
P55A,Moldura em Prata Retangular Lisa,P55A-25cm-9819-B-9599-25cm-C-2cm-9459-ss.png,1
P17/0400,Moldura em Prata Retangular Lisa,P170400-10X15-9369.png,1
P101A,Moldura em Prata Retangular Lisa,P101A-3cm-9979-P101B-9739-1.png,1
P24/0113,Moldura em Prata Retangular Lisa,P240113-10X15-9409-05mm.png,1
P81,Moldura em Prata Retangular Lisa,"ChatGPT Image Feb 16, 2026, 05_35_55 PM.png | P81C.png",2
P24/01122,Moldura em Prata Retangular Lisa Dupla/tripla,P2401122-6X9-9449-DUPLA-05mm.png,1
P092A,Moldura em Prata Retangular Lisa Picotada,P092-PhotoRoom.png,1
P0866A,Moldura em Prata Retangular Lisa Plana,P0866A-9659-B-9439-C-9359-1.png,1
P0813A,Moldura em Prata Retangular Martelada,P0813A-9719-B-9509-C-9379-1.png,1
P260LA,Moldura em Prata Retangular Martelada,P260LA-9599-P260LB-9479.png,1
P0836S,Moldura em Prata Retangular Martelada,P0836S-9609-B-9419-C-9359.png,1
P0957A,Moldura em Prata Retangular Martelada,P0957A-4cm-9969-B-9789-3cm-C-9589-25cmORIGINALpng.png,1
P84B,Moldura em Prata Retangular Martelada,P84B-9599C-93559-1.png,1
P102A,Moldura em Prata Retangular Martelada,P102 MARTELADA.jpeg,1
P45B,Moldura em Prata Retangular Martelada Picotada,P45B-9569C-9419.png,1
P0843A,Moldura em Prata Retangular Martelado,P0843A-9579-B-9449C-9329-ss.png,1
P1881A,Moldura em Prata Retangular Picotada,P1881A-9519-S-9449-B-13X18-9399-C-9289-1.png,1
P261LA,Moldura em Prata Retangular Picotada,P261LA-9599-P261LB-9479.png,1
P0844A,Moldura em Prata Retangular Picotada,P844A-9609-B-9469C-9339-.png,1
P15/8270,Moldura em Prata Retangular Picotada,P158270-6X9-9409-11mm.png,1
P17/1800,Moldura em Prata Retangular Picotada,P171800-6X9-9229-11mm.png,1
P45/8400,Moldura em Prata Retangular Picotada,P458400-6X9-9389-14mm.png,1
P24/1113,Moldura em Prata Retangular Picotada,P241113-10X15-9409-0.5mm.png,1
P45/0200,Moldura em Prata Retangular Plana Lisa,P450200-C-89201-B-106202-S-121-203-A-138-22mm.png,1
P0867A,Moldura em Prata Retangular Plana Picotada,P0867A-9619-B-9429-C-9349-1.png,1
P45/0420,Moldura em Prata Retangular Rosas,P450420-E-91959450421-D-92559450422-C-9309-14mm.png,1
P45/0470,Moldura em Prata Retangular Tracejada,P450470-6x9-9209-14mm.png,1
P45/0110,Moldura em Prata Retangular Tracejado,P450110-10X15-9289-P450111-13X18-9399-16mm.png,1
P45/0410,Moldura em Prata Retangular Trança,P450410-E-91959-450411-D-92559450413-B-9369-14mm.png,1
P24/2110,Moldura em Prata Retangular Trança,P24-2112.jpg,1
P2925,Moldura em Prata Retangular Vistosa,P2925-C-41E-P2925-1-B-60E-P2925-2-N-94E.png,1
B36/7001,Moldura Fim de Curso,B36-7001.png,1
B17/1249,Moldura Flores Camilletti,Copilot_20260324_153417.png,1
B3630BAZ,Moldura Gato,B3630BAZ.jpg,1
B3630,Moldura Gato,B3630BAZ.jpg | B3630DNAZ.jpg,2
A286,Moldura Gato,A286.jpg | A286DRO.jpg,2
B3670DR,Moldura Gato Borboletas,B3670DR.jpg,1
B4420,Moldura Gato Estrelas,B4420BRO.jpg | B4420DRO.jpg,2
B2220DAZ,Moldura Laço,B2220DAZ-BAZ.png,1
B3300BAZ,Moldura Laço,B3300BAZ.png,1
B2911BR,Moldura Laço Branco,B2911B.jpg,1
A135A,Moldura Linha Liso,A135.png,1
A134A,Moldura Linha Martelada,A134.png,1
B26/4810,Moldura Lisa Casamento,B26-4810.jpg,1
AE6024,Moldura Lisa com Relevo,AE6024.jpg,1
A1190,Moldura Lisa e Picotado,A1190-15-10-9-7-5-Photoroom.jpg | A1190-15-10-9-7-5-Photoroom (2).jpg | A1190.jpg,3
A2060,Moldura Liso,A2060.jpg,1
A1030,Moldura Liso,A1030-10-15-20 LISO-Photoroom.jpg | A1030.jpg,2
B1314AL,Moldura Liso,B1314AL.png,1
A2010,Moldura Liso,A2010.jpg,1
B1637A,Moldura Margaritas,B1637.png,1
B26/4830,Moldura Martelada Casamento Casamento,B26-4810.jpg | B26_4780.jpg | B26-8581.jpg | B26-8587.png | B26-8594.png | B26-8590.png | B26-8596.png | B26-8521_B26-8522_B26-8523.jpg | B26-8544_B26-8545.jpg | B26-8584.jpg | B26-8526_B26-8527_B26-8528_B26-8529.png,11
AE6019,Moldura Martelado,AE6019.png,1
B1624A,Moldura Martelado,B1624.png,1
B1298S,Moldura Martelado,B1298S.png,1
B1316NL,Moldura Martelado,B1316.png,1
B1506/4,Moldura Martelado,B1506-4.png,1
B5683N,Moldura Martelado,B5683N.png,1
AE6208,Moldura Martelado,AE6208.jpg,1
B1299S,Moldura Martelado,B1299S.png,1
B1600A,Moldura Martelado Forte,B1600A.png,1
B3631,Moldura My Family Gato,B3631SAZ.jpg,1
B17/1282,Moldura Nascimento,B17_1282.jpg,1
B2664BL,Moldura Nascimento,B2664BLRO-DLRO.png | B2664BLAZ-DLAZ.png | B2664BLRO.png | B2664BLAZ.png,4
B2671,Moldura Nascimento,B2671BR.png | B2671.png,2
B2668DL,Moldura Nascimento,B2668DL.png,1
B2667,Moldura Nascimento,B2667.png | B2667AZ.png | B2667R.png,3
B3760,Moldura Nascimento,B3760D-B NASCIMENTO.jpg | B3760B_B3760D.jpg,2
B2664DL,Moldura Nascimento,"",0
A241,Moldura Nascimento,A241B_A241C.jpg | A241B.jpg,2
A239,Moldura Nascimento,A239B_A239C.jpg | A239B.jpg,2
B17/1283,Moldura Nascimento,B17_1283_AZUL.jpg,1
B1699A,Moldura Ondas do Mar,B1699A.png,1
B1312A,Moldura Oval de Aniversário Casamento,B1312A.jpg | B1312A-50.jpg | B1312A-25.jpg,3
P16/0510,Moldura Oval Flores Prata,P160510-5X6-8mm-9139.png,1
P16/0410,Moldura Oval Liso Prata,P160410-5X6-8mm-9239.png,1
P18/12013,Moldura Prata,P1812013-C-PLACA-TRIPLA-6X9-91599-11mm.png,1
P12/8015,Moldura Prata Casamento,P12-8015.jpg,1
P15/01913,Moldura Prata Conchas,P15-01913.png,1
